Id,CourseId,StudentId,Grade,Created,LetterGrade
36,MIS3013,S1072,91.65528467264848,2023-04-23 20:51:00.000000 +00:00,A
37,MIS3013,S1340,25.86783385382323,2023-04-23 20:51:00.000000 +00:00,F
38,MIS3013,S1975,91.68506750248962,2023-04-23 20:51:00.000000 +00:00,A
39,MIS3013,S1534,62.34138369107599,2023-04-23 20:51:00.000000 +00:00,D
40,MIS3013,S1201,75.50588260533439,2023-04-23 20:51:00.000000 +00:00,C
41,MIS3013,S1675,82.34087782468286,2023-04-23 20:51:00.000000 +00:00,B
42,MIS3013,S1112,89.21103539342892,2023-04-23 20:51:00.000000 +00:00,B
43,MIS3013,S1497,97.76561777860513,2023-04-23 20:51:00.000000 +00:00,A
44,MIS3013,S1124,65.41065269107833,2023-04-23 20:51:00.000000 +00:00,D
45,MIS3013,S1335,70.38224469888777,2023-04-23 20:51:00.000000 +00:00,C
46,MIS3013,S1531,75.47984785003345,2023-04-23 20:51:00.000000 +00:00,C
47,MIS3013,S1965,82.35824717748797,2023-04-23 20:51:00.000000 +00:00,B
48,MIS3013,S1299,95.2019107918371,2023-04-23 20:51:00.000000 +00:00,A
49,MIS3013,S1388,50.54413570070214,2023-04-23 20:51:00.000000 +00:00,F
50,MIS3013,S1574,38.85132888232539,2023-04-23 20:51:00.000000 +00:00,F
51,MIS3013,S1293,93.48030738228633,2023-04-23 20:51:00.000000 +00:00,A
52,MIS3013,S1373,65.20169635707637,2023-04-23 20:51:00.000000 +00:00,D
53,MIS3013,S1067,72.649601513156,2023-04-23 20:51:00.000000 +00:00,C
54,MIS3013,S1888,73.4027917514797,2023-04-23 20:51:00.000000 +00:00,C
55,MIS3013,S1010,95.89102093183982,2023-04-23 20:51:00.000000 +00:00,A
56,MIS3013,S1118,98.03374935665799,2023-04-23 20:51:00.000000 +00:00,A
57,MIS3013,S1811,28.761079528723943,2023-04-23 20:51:00.000000 +00:00,F
58,MIS3013,S1638,13.1647222709542,2023-04-23 20:51:00.000000 +00:00,F
59,MIS3013,S1868,89.7635599228932,2023-04-23 20:51:00.000000 +00:00,B
60,MIS3013,S1168,67.56780976188473,2023-04-23 20:51:00.000000 +00:00,D
61,MIS3013,S1412,86.69009222073178,2023-04-23 20:51:00.000000 +00:00,B
62,MIS3013,S1798,27.907471289281478,2023-04-23 20:51:00.000000 +00:00,F
63,MIS3013,S1138,81.2368624806946,2023-04-23 20:51:00.000000 +00:00,B
64,MIS3013,S1734,83.13010631421221,2023-04-23 20:51:00.000000 +00:00,B
65,MIS3013,S1040,93.58657316203721,2023-04-23 20:51:00.000000 +00:00,A
66,MIS3013,S1252,84.95416540536054,2023-04-23 20:51:00.000000 +00:00,B
67,MIS3013,S1294,87.42535848904505,2023-04-23 20:51:00.000000 +00:00,B
68,MIS3013,S1365,77.85281373212909,2023-04-23 20:51:00.000000 +00:00,C
69,MIS3013,S1188,80.03950338048101,2023-04-23 20:51:00.000000 +00:00,B
70,MIS3013,S1071,11.760724411324585,2023-04-23 20:51:00.000000 +00:00,F
71,MIS3013,S1576,92.27679711562958,2023-04-23 20:51:00.000000 +00:00,A
72,MIS3013,S1687,87.0823246117248,2023-04-23 20:51:00.000000 +00:00,B
73,MIS3013,S1447,83.04032470353344,2023-04-23 20:51:00.000000 +00:00,B
74,MIS3013,S1419,79.87042941674711,2023-04-23 20:51:00.000000 +00:00,C
75,MIS3013,S1489,91.7803550139624,2023-04-23 20:51:00.000000 +00:00,A
76,MIS3013,S1255,78.16158758151396,2023-04-23 20:51:00.000000 +00:00,C
77,MIS3013,S1618,91.56737129288611,2023-04-23 20:51:00.000000 +00:00,A
78,MIS3013,S1989,67.6157047506696,2023-04-23 20:51:00.000000 +00:00,D
79,MIS3013,S1678,91.04937109982323,2023-04-23 20:51:00.000000 +00:00,A
80,MIS3013,S1537,98.43740914865488,2023-04-23 20:51:00.000000 +00:00,A
81,MIS3013,S1259,61.63482064795867,2023-04-23 20:51:00.000000 +00:00,D
82,MIS3013,S1867,60.90601231276774,2023-04-23 20:51:00.000000 +00:00,D
83,MIS3013,S1425,93.41856789755579,2023-04-23 20:51:00.000000 +00:00,A
84,MIS3013,S1858,98.41659195036866,2023-04-23 20:51:00.000000 +00:00,A
85,MIS3013,S1058,67.15331617034116,2023-04-23 20:51:00.000000 +00:00,D
86,MIS3013,S1165,85.96831937064225,2023-04-23 20:51:00.000000 +00:00,B
87,MIS3013,S1842,84.04806731555175,2023-04-23 20:51:00.000000 +00:00,B
88,MIS3013,S1437,78.64312215186125,2023-04-23 20:51:00.000000 +00:00,C
89,MIS3013,S1481,93.49102243403144,2023-04-23 20:51:00.000000 +00:00,A
90,MIS3013,S1502,71.71637719053761,2023-04-23 20:51:00.000000 +00:00,C
91,MIS3013,S1117,89.56538553736864,2023-04-23 20:51:00.000000 +00:00,B
92,MIS3013,S1524,93.12240203002877,2023-04-23 20:51:00.000000 +00:00,A
93,MIS3013,S1786,53.72826584141393,2023-04-23 20:51:00.000000 +00:00,F
94,MIS3013,S1103,46.64473211295928,2023-04-23 20:51:00.000000 +00:00,F
95,MIS3013,S1204,75.68614809144718,2023-04-23 20:51:00.000000 +00:00,C
96,MIS3013,S1161,55.84509094856585,2023-04-23 20:51:00.000000 +00:00,F
97,MIS3013,S1586,89.42741730460934,2023-04-23 20:51:00.000000 +00:00,B
98,MIS3013,S1449,21.937251117751515,2023-04-23 20:51:00.000000 +00:00,F
99,MIS3013,S1284,53.31445396758505,2023-04-23 20:51:00.000000 +00:00,F
100,MIS3013,S1814,95.78720398425412,2023-04-23 20:51:00.000000 +00:00,A
101,MIS3013,S1137,96.50239243484108,2023-04-23 20:51:00.000000 +00:00,A
102,MIS3013,S1296,91.43428216239788,2023-04-23 20:51:00.000000 +00:00,A
103,MIS3013,S1256,70.87188767316225,2023-04-23 20:51:00.000000 +00:00,C
104,MIS3013,S1026,70.82939361329417,2023-04-23 20:51:00.000000 +00:00,C
105,MIS3013,S1704,71.67252803786991,2023-04-23 20:51:00.000000 +00:00,C
106,MIS3013,S1594,74.20308026100913,2023-04-23 20:51:00.000000 +00:00,C
107,MIS3013,S1731,98.21584055358937,2023-04-23 20:51:00.000000 +00:00,A
108,MIS3013,S1172,89.43879919586321,2023-04-23 20:51:00.000000 +00:00,B
109,MIS3013,S1772,64.7123181507413,2023-04-23 20:51:00.000000 +00:00,D
110,MIS3013,S1147,57.306051108907695,2023-04-23 20:51:00.000000 +00:00,F
111,MIS3013,S1244,60.886805824758866,2023-04-23 20:51:00.000000 +00:00,D
112,MIS3013,S1624,92.05708733549679,2023-04-23 20:51:00.000000 +00:00,A
113,MIS3013,S1018,84.27433566566651,2023-04-23 20:51:00.000000 +00:00,B
114,MIS3013,S1666,64.25633190971291,2023-04-23 20:51:00.000000 +00:00,D
115,MIS3013,S1215,81.91571946506436,2023-04-23 20:51:00.000000 +00:00,B
116,MIS3013,S1463,77.12316052347965,2023-04-23 20:51:00.000000 +00:00,C
117,MIS3013,S1660,97.13427004436295,2023-04-23 20:51:00.000000 +00:00,A
118,MIS3013,S1399,72.54379280307027,2023-04-23 20:51:00.000000 +00:00,C
119,MIS3013,S1978,84.5452695012097,2023-04-23 20:51:00.000000 +00:00,B
120,MIS3013,S1672,91.57600285339679,2023-04-23 20:51:00.000000 +00:00,A
121,MIS3013,S1235,59.009522968820264,2023-04-23 20:51:00.000000 +00:00,F
122,MIS3013,S1479,94.86039559237946,2023-04-23 20:51:00.000000 +00:00,A
123,MIS3013,S1826,92.96070207823628,2023-04-23 20:51:00.000000 +00:00,A
124,MIS3013,S1684,84.08277834761698,2023-04-23 20:51:00.000000 +00:00,B
125,MIS3013,S1645,76.64412219581065,2023-04-23 20:51:00.000000 +00:00,C
126,MIS3013,S1192,80.13405963817713,2023-04-23 20:51:00.000000 +00:00,B
127,MIS3013,S1379,94.00454735920832,2023-04-23 20:51:00.000000 +00:00,A
128,MIS3013,S1664,60.66855692977775,2023-04-23 20:51:00.000000 +00:00,D
129,MIS3013,S1670,91.26292865952688,2023-04-23 20:51:00.000000 +00:00,A
130,MIS3013,S1825,55.537259498293935,2023-04-23 20:51:00.000000 +00:00,F
131,MIS3013,S1155,95.93186774763744,2023-04-23 20:51:00.000000 +00:00,A
132,MIS3013,S1227,87.22903308177868,2023-04-23 20:51:00.000000 +00:00,B
133,MIS3013,S1832,95.72667903643037,2023-04-23 20:51:00.000000 +00:00,A
134,MIS3013,S1928,72.7136465597118,2023-04-23 20:51:00.000000 +00:00,C
135,MIS3013,S1366,83.44572444491341,2023-04-23 20:51:00.000000 +00:00,B
136,MIS3013,S1452,25.949315227568977,2023-04-23 20:51:00.000000 +00:00,F
137,MIS3013,S1133,92.83818948563483,2023-04-23 20:51:00.000000 +00:00,A
138,MIS3013,S1266,56.2461134257776,2023-04-23 20:51:00.000000 +00:00,F
139,MIS3013,S1694,74.07025869968056,2023-04-23 20:51:00.000000 +00:00,C
140,MIS3013,S1122,78.10012850062739,2023-04-23 20:51:00.000000 +00:00,C
141,MIS3013,S1411,83.90690623563175,2023-04-23 20:51:00.000000 +00:00,B
142,MIS3013,S1090,84.15875225438397,2023-04-23 20:51:00.000000 +00:00,B
143,MIS3013,S1083,75.89320021786395,2023-04-23 20:51:00.000000 +00:00,C
144,MIS3013,S1342,90.9504047287484,2023-04-23 20:51:00.000000 +00:00,A
145,MIS3013,S1793,79.9886169750328,2023-04-23 20:51:00.000000 +00:00,C
146,MIS3013,S1813,89.13072311549128,2023-04-23 20:51:00.000000 +00:00,B
147,MIS3013,S1609,75.02928022149659,2023-04-23 20:51:00.000000 +00:00,C
148,MIS3013,S1439,82.03154363401721,2023-04-23 20:51:00.000000 +00:00,B
149,MIS3013,S1414,82.89310611499795,2023-04-23 20:51:00.000000 +00:00,B
150,MIS3013,S1110,64.4808291329096,2023-04-23 20:51:00.000000 +00:00,D
151,MIS3013,S1136,61.95766106657803,2023-04-23 20:51:00.000000 +00:00,D
152,MIS3013,S1908,89.10847903689279,2023-04-23 20:51:00.000000 +00:00,B
153,MIS3013,S1353,84.72965030368904,2023-04-23 20:51:00.000000 +00:00,B
154,MIS3013,S1778,84.14814647660616,2023-04-23 20:51:00.000000 +00:00,B
155,MIS3013,S1997,77.84595133679123,2023-04-23 20:51:00.000000 +00:00,C
156,MIS3013,S1324,84.454351324122,2023-04-23 20:51:00.000000 +00:00,B
157,MIS3013,S1562,76.62717211578685,2023-04-23 20:51:00.000000 +00:00,C
158,MIS3013,S1341,92.2069532944709,2023-04-23 20:51:00.000000 +00:00,A
159,MIS3013,S1942,75.82310820471828,2023-04-23 20:51:00.000000 +00:00,C
160,MIS3013,S1510,39.977510103161414,2023-04-23 20:51:00.000000 +00:00,F
161,MIS3013,S1612,75.60087177142245,2023-04-23 20:51:00.000000 +00:00,C
162,MIS3013,S1104,81.4295223665304,2023-04-23 20:51:00.000000 +00:00,B
163,MIS3013,S1915,98.15022310320718,2023-04-23 20:51:00.000000 +00:00,A
164,MIS3013,S1095,97.25828735524695,2023-04-23 20:51:00.000000 +00:00,A
165,MIS3013,S1596,83.25808010103678,2023-04-23 20:51:00.000000 +00:00,B
166,MIS3013,S1275,81.16785403211273,2023-04-23 20:51:00.000000 +00:00,B
167,MIS3013,S1796,91.66842644999817,2023-04-23 20:51:00.000000 +00:00,A
168,MIS3013,S1947,85.43641394139746,2023-04-23 20:51:00.000000 +00:00,B
169,MIS3013,S1654,85.44928665852065,2023-04-23 20:51:00.000000 +00:00,B
170,MIS3013,S1183,91.56786148313178,2023-04-23 20:51:00.000000 +00:00,A
171,MIS3013,S1748,58.72155045327253,2023-04-23 20:51:00.000000 +00:00,F
172,MIS3013,S1665,90.18191804541159,2023-04-23 20:51:00.000000 +00:00,A
173,MIS3013,S1094,70.98933869063346,2023-04-23 20:51:00.000000 +00:00,C
174,MIS3013,S1343,87.28605049118198,2023-04-23 20:51:00.000000 +00:00,B
175,MIS3013,S1345,90.43840397216181,2023-04-23 20:51:00.000000 +00:00,A
176,MIS3013,S1212,75.38290836371436,2023-04-23 20:51:00.000000 +00:00,C
177,MIS3013,S1554,88.87750161476649,2023-04-23 20:51:00.000000 +00:00,B
178,MIS3013,S1354,72.82341216136889,2023-04-23 20:51:00.000000 +00:00,C
179,MIS3013,S1835,80.81045551329925,2023-04-23 20:51:00.000000 +00:00,B
180,MIS3013,S1126,86.29658730192878,2023-04-23 20:51:00.000000 +00:00,B
181,MIS3013,S1349,97.59691564872902,2023-04-23 20:51:00.000000 +00:00,A
182,MIS3013,S1211,97.31875534749854,2023-04-23 20:51:00.000000 +00:00,A
183,MIS3013,S1267,94.7258363605291,2023-04-23 20:51:00.000000 +00:00,A
184,MIS3013,S1446,77.07779507531319,2023-04-23 20:51:00.000000 +00:00,C
185,MIS3013,S1189,99.16253267462474,2023-04-23 20:51:00.000000 +00:00,A
186,MIS3013,S1462,67.08185120342469,2023-04-23 20:51:00.000000 +00:00,D
187,MIS3013,S1810,69.79897046362846,2023-04-23 20:51:00.000000 +00:00,D
188,MIS3013,S1303,85.33879850548948,2023-04-23 20:51:00.000000 +00:00,B
189,MIS3013,S1679,87.7712249895166,2023-04-23 20:51:00.000000 +00:00,B
190,MIS3013,S1327,86.01428303218844,2023-04-23 20:51:00.000000 +00:00,B
191,MIS3013,S1347,85.28458814441976,2023-04-23 20:51:00.000000 +00:00,B
192,MIS3013,S1498,79.28273429671805,2023-04-23 20:51:00.000000 +00:00,C
193,MIS3013,S1633,86.24829002943758,2023-04-23 20:51:00.000000 +00:00,B
194,MIS3013,S1039,69.98487039063696,2023-04-23 20:51:00.000000 +00:00,D
195,MIS3013,S1995,16.44221858236893,2023-04-23 20:51:00.000000 +00:00,F
196,MIS3013,S1264,82.40782104919167,2023-04-23 20:51:00.000000 +00:00,B
197,MIS3013,S1318,87.06536667995447,2023-04-23 20:51:00.000000 +00:00,B
198,MIS3013,S1127,72.19178638549675,2023-04-23 20:51:00.000000 +00:00,C
199,MIS3013,S1891,65.07572073849838,2023-04-23 20:51:00.000000 +00:00,D
200,MIS3013,S1514,29.32684518680778,2023-04-23 20:51:00.000000 +00:00,F
201,MIS3013,S1944,95.535715261895,2023-04-23 20:51:00.000000 +00:00,A
202,MIS3013,S1484,91.36422393392377,2023-04-23 20:51:00.000000 +00:00,A
203,MIS3013,S1886,92.14847963538872,2023-04-23 20:51:00.000000 +00:00,A
204,MIS3013,S1151,76.70471779514114,2023-04-23 20:51:00.000000 +00:00,C
205,MIS3013,S1304,88.58994085858559,2023-04-23 20:51:00.000000 +00:00,B
206,MIS3013,S1945,87.65333422307513,2023-04-23 20:51:00.000000 +00:00,B
207,MIS3013,S1167,66.84936958326779,2023-04-23 20:51:00.000000 +00:00,D
208,MIS3013,S1556,36.05237586896929,2023-04-23 20:51:00.000000 +00:00,F
209,MIS3013,S1023,92.51221044576978,2023-04-23 20:51:00.000000 +00:00,A
210,MIS3013,S1224,80.72089115723203,2023-04-23 20:51:00.000000 +00:00,B
211,MIS3013,S1471,71.91855621267948,2023-04-23 20:51:00.000000 +00:00,C
212,MIS3013,S1424,94.92527999444664,2023-04-23 20:51:00.000000 +00:00,A
213,MIS3013,S1504,86.25449114333516,2023-04-23 20:51:00.000000 +00:00,B
214,MIS3013,S1771,78.62867837014012,2023-04-23 20:51:00.000000 +00:00,C
215,MIS3013,S1248,76.30595716845693,2023-04-23 20:51:00.000000 +00:00,C
216,MIS3013,S1717,17.021131295126303,2023-04-23 20:51:00.000000 +00:00,F
217,MIS3013,S1213,95.7522466679581,2023-04-23 20:51:00.000000 +00:00,A
218,MIS3013,S1099,97.53853230282456,2023-04-23 20:51:00.000000 +00:00,A
219,MIS3013,S1046,99.54797426358036,2023-04-23 20:51:00.000000 +00:00,A
220,MIS3013,S1028,84.91343634604799,2023-04-23 20:51:00.000000 +00:00,B
221,MIS3013,S1568,69.98641526977445,2023-04-23 20:51:00.000000 +00:00,D
222,MIS3013,S1060,42.12920035812271,2023-04-23 20:51:00.000000 +00:00,F
223,MIS3013,S1706,92.32829739360012,2023-04-23 20:51:00.000000 +00:00,A
224,MIS3013,S1940,77.9531875484433,2023-04-23 20:51:00.000000 +00:00,C
225,MIS3013,S1048,67.51359683816273,2023-04-23 20:51:00.000000 +00:00,D
226,MIS3013,S1938,56.995506652950844,2023-04-23 20:51:00.000000 +00:00,F
227,MIS3013,S1692,89.85222590229422,2023-04-23 20:51:00.000000 +00:00,B
228,MIS3013,S1006,61.23260542979572,2023-04-23 20:51:00.000000 +00:00,D
229,MIS3013,S1629,83.8933608375433,2023-04-23 20:51:00.000000 +00:00,B
230,MIS3013,S1876,85.03093028471993,2023-04-23 20:51:00.000000 +00:00,B
231,MIS3013,S1614,82.36805404751186,2023-04-23 20:51:00.000000 +00:00,B
232,MIS3013,S1178,68.11605458782296,2023-04-23 20:51:00.000000 +00:00,D
233,MIS3013,S1308,87.8604756526963,2023-04-23 20:51:00.000000 +00:00,B
234,MIS3013,S1680,91.67055653023162,2023-04-23 20:51:00.000000 +00:00,A
235,MIS3013,S1715,74.6391435263111,2023-04-23 20:51:00.000000 +00:00,C
236,MIS3013,S1758,63.793624581235,2023-04-23 20:51:00.000000 +00:00,D
237,MIS3013,S1392,73.35850173072302,2023-04-23 20:51:00.000000 +00:00,C
238,MIS3013,S1603,32.67662034084326,2023-04-23 20:51:00.000000 +00:00,F
239,MIS3013,S1316,96.50830883341891,2023-04-23 20:51:00.000000 +00:00,A
240,MIS3013,S1242,79.47924143324843,2023-04-23 20:51:00.000000 +00:00,C
241,MIS3013,S1589,93.51479942350537,2023-04-23 20:51:00.000000 +00:00,A
242,MIS3013,S1333,99.10325783762579,2023-04-23 20:51:00.000000 +00:00,A
243,MIS3013,S1423,86.07897123870855,2023-04-23 20:51:00.000000 +00:00,B
244,MIS3013,S1693,87.69934208810592,2023-04-23 20:51:00.000000 +00:00,B
245,MIS3013,S1020,92.45953244319426,2023-04-23 20:51:00.000000 +00:00,A
246,MIS3013,S1632,61.95755434191808,2023-04-23 20:51:00.000000 +00:00,D
247,MIS3013,S1762,38.68715425043072,2023-04-23 20:51:00.000000 +00:00,F
248,MIS3013,S1125,95.92402909090751,2023-04-23 20:51:00.000000 +00:00,A
249,MIS3013,S1492,73.74205718698828,2023-04-23 20:51:00.000000 +00:00,C
250,MIS3013,S1123,78.88871795265445,2023-04-23 20:51:00.000000 +00:00,C
251,MIS3013,S1549,21.628890409756963,2023-04-23 20:51:00.000000 +00:00,F
252,MIS3013,S1357,86.00171029800636,2023-04-23 20:51:00.000000 +00:00,B
253,MIS3013,S1873,78.84283521667783,2023-04-23 20:51:00.000000 +00:00,C
254,MIS3013,S1022,77.78981157164526,2023-04-23 20:51:00.000000 +00:00,C
255,MIS3013,S1426,89.06654328762511,2023-04-23 20:51:00.000000 +00:00,B
256,MIS3013,S1999,93.53564861746021,2023-04-23 20:51:00.000000 +00:00,A
257,MIS3013,S1491,99.01900630299814,2023-04-23 20:51:00.000000 +00:00,A
258,MIS3013,S1380,33.68326261577508,2023-04-23 20:51:00.000000 +00:00,F
259,MIS3013,S1312,88.27595473760252,2023-04-23 20:51:00.000000 +00:00,B
260,MIS3013,S1960,74.16808817015111,2023-04-23 20:51:00.000000 +00:00,C
261,MIS3013,S1159,71.47724874602189,2023-04-23 20:51:00.000000 +00:00,C
262,MIS3013,S1505,77.24253173179456,2023-04-23 20:51:00.000000 +00:00,C
263,MIS3013,S1250,56.119363259564835,2023-04-23 20:51:00.000000 +00:00,F
264,MIS3013,S1588,52.03610190484555,2023-04-23 20:51:00.000000 +00:00,F
265,MIS3013,S2000,80.52674104890737,2023-04-23 20:51:00.000000 +00:00,B
266,MIS3013,S1884,75.51767377659672,2023-04-23 20:51:00.000000 +00:00,C
267,MIS3013,S1628,87.87711850559572,2023-04-23 20:51:00.000000 +00:00,B
268,MIS3013,S1705,87.91254993357191,2023-04-23 20:51:00.000000 +00:00,B
269,MIS3013,S1157,68.50754863229326,2023-04-23 20:51:00.000000 +00:00,D
270,MIS3013,S1358,79.58467291916685,2023-04-23 20:51:00.000000 +00:00,C
271,MIS3013,S1903,94.01392034095032,2023-04-23 20:51:00.000000 +00:00,A
272,MIS3013,S1741,89.76712522196345,2023-04-23 20:51:00.000000 +00:00,B
273,MIS3013,S1222,70.48797731316,2023-04-23 20:51:00.000000 +00:00,C
274,MIS3013,S1724,22.816153043286953,2023-04-23 20:51:00.000000 +00:00,F
275,MIS3013,S1038,77.46976867553637,2023-04-23 20:51:00.000000 +00:00,C
276,MIS3013,S1941,83.5860350695144,2023-04-23 20:51:00.000000 +00:00,B
277,MIS3013,S1573,87.35566894579473,2023-04-23 20:51:00.000000 +00:00,B
278,MIS3013,S1861,85.57350635169448,2023-04-23 20:51:00.000000 +00:00,B
279,MIS3013,S1013,91.35720724736221,2023-04-23 20:51:00.000000 +00:00,A
280,MIS3013,S1742,86.33250259889643,2023-04-23 20:51:00.000000 +00:00,B
281,MIS3013,S1733,70.45737497316011,2023-04-23 20:51:00.000000 +00:00,C
282,MIS3013,S1634,37.28619992489975,2023-04-23 20:51:00.000000 +00:00,F
283,MIS3013,S1415,79.02687717313654,2023-04-23 20:51:00.000000 +00:00,C
284,MIS3013,S1546,77.21069869363735,2023-04-23 20:51:00.000000 +00:00,C
285,MIS3013,S1007,52.35525480052104,2023-04-23 20:51:00.000000 +00:00,F
286,MIS3013,S1812,75.49064859935045,2023-04-23 20:51:00.000000 +00:00,C
287,MIS3013,S1984,82.40103664945875,2023-04-23 20:51:00.000000 +00:00,B
288,MIS3013,S1608,96.78662529873137,2023-04-23 20:51:00.000000 +00:00,A
289,MIS3013,S1043,79.22845955003233,2023-04-23 20:51:00.000000 +00:00,C
290,MIS3013,S1364,87.44355210416603,2023-04-23 20:51:00.000000 +00:00,B
291,MIS3013,S1427,23.840627882988244,2023-04-23 20:51:00.000000 +00:00,F
292,MIS3013,S1229,87.16929427600687,2023-04-23 20:51:00.000000 +00:00,B
293,MIS3013,S1111,60.86215005609121,2023-04-23 20:51:00.000000 +00:00,D
294,MIS3013,S1180,79.32829073081881,2023-04-23 20:51:00.000000 +00:00,C
295,MIS3013,S1139,70.02520471938985,2023-04-23 20:51:00.000000 +00:00,C
296,MIS3013,S1193,79.09304206880113,2023-04-23 20:51:00.000000 +00:00,C
297,MIS3013,S1830,48.68831610993532,2023-04-23 20:51:00.000000 +00:00,F
298,MIS3013,S1243,71.0498903256971,2023-04-23 20:51:00.000000 +00:00,C
299,MIS3013,S1887,77.41794408164203,2023-04-23 20:51:00.000000 +00:00,C
300,MIS3013,S1053,92.04273203705542,2023-04-23 20:51:00.000000 +00:00,A
301,MIS3013,S1129,17.071126617023058,2023-04-23 20:51:00.000000 +00:00,F
302,MIS3013,S1636,74.84385066764277,2023-04-23 20:51:00.000000 +00:00,C
303,MIS3013,S1348,83.71363861590491,2023-04-23 20:51:00.000000 +00:00,B
304,MIS3013,S1598,99.65483048471674,2023-04-23 20:51:00.000000 +00:00,A
305,MIS3013,S1580,82.11309869882272,2023-04-23 20:51:00.000000 +00:00,B
306,MIS3013,S1627,98.85659308086075,2023-04-23 20:51:00.000000 +00:00,A
307,MIS3013,S1359,93.97506909552932,2023-04-23 20:51:00.000000 +00:00,A
308,MIS3013,S1197,80.86095368341101,2023-04-23 20:51:00.000000 +00:00,B
309,MIS3013,S1752,40.684215861763846,2023-04-23 20:51:00.000000 +00:00,F
310,MIS3013,S1795,86.14085886683931,2023-04-23 20:51:00.000000 +00:00,B
311,MIS3013,S1093,96.55278753759958,2023-04-23 20:51:00.000000 +00:00,A
312,MIS3013,S1824,74.90674479026688,2023-04-23 20:51:00.000000 +00:00,C
313,MIS3013,S1572,95.40904298157143,2023-04-23 20:51:00.000000 +00:00,A
314,MIS3013,S1042,88.30445288702481,2023-04-23 20:51:00.000000 +00:00,B
315,MIS3013,S1977,76.28031834576133,2023-04-23 20:51:00.000000 +00:00,C
316,MIS3013,S1917,86.20548712605652,2023-04-23 20:51:00.000000 +00:00,B
317,MIS3013,S1808,66.27565535614092,2023-04-23 20:51:00.000000 +00:00,D
318,MIS3013,S1239,24.488605636165516,2023-04-23 20:51:00.000000 +00:00,F
319,MIS3013,S1163,73.53538049991566,2023-04-23 20:51:00.000000 +00:00,C
320,MIS3013,S1621,63.67682987913609,2023-04-23 20:51:00.000000 +00:00,D
321,MIS3013,S1838,67.58416049174878,2023-04-23 20:51:00.000000 +00:00,D
322,MIS3013,S1486,59.079192035278226,2023-04-23 20:51:00.000000 +00:00,F
323,MIS3013,S1153,79.52380031486221,2023-04-23 20:51:00.000000 +00:00,C
324,MIS3013,S1616,90.53422243063416,2023-04-23 20:51:00.000000 +00:00,A
